,chembl_id,max_phase,chirality,prodrug,oral,parenteral,topical,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,atc_classifications,black_box_warning,withdrawn_chembl,withdrawn_drugbank,withdrawn_withdrawn,withdrawn_tox,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds
5646,CHEMBL189171,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,Small molecule,MOL,True,3.47,3.0,-0.28,3.15,3.25,,415.83,6.0,7.0,1.0,1.0,29.0,ACID,415.83,415.0823,0.0,0.0,94.83,0.62,N,6.0,CHEMBL189171,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,FSQKKOOTNAMONP-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2094253,,,0,0,0,,0,0,0,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CCC1CCC2C(C1)C(CC(C)CCC(C)C)C(C)C2C(C)C1CCC(C)CC1
9540,CHEMBL1255800,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,Small molecule,MOL,True,,,,,,,1058.05,,,,,,,1058.05,1056.4252,,,,,,,CHEMBL1255800,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,ZVGNESXIJDCBKN-UUEYKCAUSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2363852,,,0,0,0,,0,0,0,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,CCC1CC(C)C(C)CCCCC(CCC2CC(C)C(CC(C)C3C(C)C(C)C(C)C(C)C3CC)C(C)C2CC)C(C)CC(C(C)C)CCC(C)CC(C)C1CC1CC(C)(C)C(CC(C)C(C)C)C(C)C1C
5013,CHEMBL117287,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,Small molecule,MOL,True,2.09,1.0,-0.84,0.74,,8.98,367.88,5.0,6.0,2.0,3.0,25.0,BASE,367.88,367.1663,0.0,0.0,76.82,0.59,N,6.0,CHEMBL117287,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,ZPMNHBXQOOVQJL-UHFFFAOYSA-N,Safe,AGONIST,True,True,True,CHEMBL1875,,,0,0,0,,0,0,0,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,CCCCCC1CCC(CC(C)C2CC(C)C(C)C3CCCC23)CC1
5651,CHEMBL1179047,4.0,Achiral Molecule,False,False,True,False,Prescription Only,None,None,None,None,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,Small molecule,MOL,True,2.42,1.0,0.92,2.48,,8.96,270.76,4.0,4.0,1.0,2.0,18.0,BASE,270.76,270.1135,0.0,0.0,55.56,0.64,N,6.0,CHEMBL1179047,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,VDANGULDQQJODZ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,CCC(CC)CCCC(C)C1CCC(C)CC1C
6090,CHEMBL267345,4.0,Single Stereoisomer,False,True,True,True,Prescription Only,None,None,None,None,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,Small molecule,MOL,True,0.71,0.0,-2.31,-2.3,3.69,9.12,924.09,17.0,18.0,12.0,13.0,65.0,ZWITTERION,924.09,923.4878,3.0,3.0,319.61,0.17,N,3.0,CHEMBL267345,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,APKFDSVGJQXUKY-INPOYWNPSA-N,Safe,SEQUESTERING AGENT,True,True,True,CHEMBL2364028,,,0,0,0,,0,0,0,C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,CC1CCC(C)C(C)CC(C)CC2(C)CC(C)C(C(C)C)C(CC(CC3CC(C)C(C)C(C)C3C)CCCCCCCCCCCCCCC(C)C(C)C(C)C(C)CC(C)CC(C)C1)C2
5312,CHEMBL1660,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Small molecule,MOL,True,5.65,2.0,3.78,3.7,7.0,7.82,877.04,15.0,16.0,6.0,6.0,63.0,NEUTRAL,877.04,876.4521,4.0,4.0,220.15,0.09,N,5.0,CHEMBL1660,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,WDZCUPBHRAEYDL-GZAUEHORSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2364672,,,0,0,0,,0,0,0,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,CCC1CCCC2(C)CC3C(C)C(C)C4C(C)C(CC(C)C(C)CCCC(C)C(C)C(C)C(C)C(C)C(CC(C)C)C1C)C(CCC1CCC(C5CCCC5)CC1)C(C)C4C3C2C
2159,CHEMBL866,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,Small molecule,MOL,True,2.73,1.0,0.17,3.53,3.57,,320.34,5.0,6.0,2.0,2.0,23.0,ACID,320.34,320.126,0.0,0.0,93.06,0.62,N,6.0,CHEMBL866,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,HPNSFSBZBAHARI-RUDMXATFSA-N,toxic_carcinogenic+infections+toxic_teratogen,INHIBITOR,True,True,True,CHEMBL2111369,,,0,0,0,,0,0,0,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,CCC1C(C)C2CCC(C)C2C(C)C1CCC(C)CCC(C)C
3560,CHEMBL1200979,4.0,Single Stereoisomer,False,False,True,False,Prescription Only,None,None,None,None,CC(C)(CO)[C@@H](O)C(=O)NCCCO,Small molecule,MOL,False,-1.14,0.0,-1.7,-1.7,12.69,,205.25,4.0,5.0,4.0,4.0,14.0,NEUTRAL,205.25,205.1314,0.0,0.0,89.79,0.41,N,6.0,CHEMBL1200979,CC(C)(CO)[C@@H](O)C(=O)NCCCO,SNPLKNRPJHDVJA-ZETCQYMHSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CC(C)(CO)[C@@H](O)C(=O)NCCCO,CCCCCC(C)C(C)C(C)(C)CC
1902,CHEMBL1323699,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,Small molecule,MOL,True,4.13,1.0,5.11,5.11,,2.9,277.41,3.0,3.0,0.0,0.0,20.0,NEUTRAL,277.41,277.2042,0.0,0.0,29.54,0.67,N,8.0,CHEMBL1323699,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,WYWZRNAHINYAEF-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,CCCCC(CC)CCC(C)C1CCC(C(C)C)CC1
3700,CHEMBL956,4.0,Racemic Mixture,False,False,False,True,Withdrawn,1987,"Flank pain, decreased kidney function",United States; United Kingdom; Spain,Musculoskeletal toxicity; Nephrotoxicity,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,Small molecule,MOL,True,3.17,2.0,0.37,3.53,4.01,,260.31,3.0,3.0,1.0,1.0,18.0,ACID,260.31,260.0507,0.0,0.0,54.37,0.86,N,4.0,CHEMBL956,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,MDKGKXOCJGEUJW-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2094253,,,1,1,1,,1,1,1,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C)C(C)C1CCC(C(C)C2CCCC2)CC1
7598,CHEMBL193240,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,Small molecule,MOL,True,5.03,2.0,4.45,4.45,13.3,2.4,403.21,4.0,5.0,1.0,1.0,26.0,NEUTRAL,403.21,402.035,1.0,1.0,60.45,0.7,N,7.0,CHEMBL193240,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,MNDBXUUTURYVHR-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2093863,,,0,0,0,,0,0,0,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,CC(C)CC1CCC(C(C)CC2C(C)CCCC2C)CC1CCC1CC1
1128,CHEMBL1289926,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,Small molecule,MOL,True,4.64,4.0,4.15,4.15,13.07,4.59,386.48,4.0,5.0,2.0,2.0,28.0,NEUTRAL,386.48,386.1201,0.0,0.0,70.67,0.52,N,5.0,CHEMBL1289926,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,RITAVMQDGBJQJZ-FMIVXFBMSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2095227,,,0,0,0,,0,0,0,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,CCC(C)C1CCCCC1CC1CCC2C(CCC2CCC2CCCCC2)C1
9352,CHEMBL46399,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,Small molecule,MOL,True,4.16,2.0,1.97,4.08,9.96,10.86,321.46,2.0,2.0,1.0,1.0,24.0,BASE,321.46,321.2093,0.0,0.0,23.47,0.92,N,3.0,CHEMBL46399,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,ZQHYKVKNPWDQSL-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,CC1CCC2CC3C(CCC4CCCCC4)CCC(C)(C3C)C2C1
1,CHEMBL1201199,4.0,1,0,True,True,False,1,,,,,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,Protein,MOL,True,,,,,,,1209.42,,,,,,,1209.42,1208.6455,,,,,,,CHEMBL1201199,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,GFIJNRVAKGFPGQ-LIJARHBVSA-N,Safe,missing,missing,missing,missing,missing,L02AE02,0.0,0,0,0,,0,0,0,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,CCCC(C)C1CCCC1C(C)C(CCCCC(C)C)CC(C)C(CC(C)C)CC(C)C(CC(C)C)CC(C)C(CC1CCC(C)CC1)CC(C)C(CC)CC(C)C(CC(C)C(CC1CCCC1)CC(C)C1CCC(C)C1)CC1CCC2CCCCC21
8465,CHEMBL1070,4.0,Achiral Molecule,True,True,False,False,Prescription Only,None,None,None,None,COc1ccc2cc(CCC(C)=O)ccc2c1,Small molecule,MOL,True,3.37,2.0,3.22,3.22,,,228.29,2.0,2.0,0.0,0.0,17.0,NEUTRAL,228.29,228.115,0.0,0.0,26.3,0.8,N,4.0,CHEMBL1070,COc1ccc2cc(CCC(C)=O)ccc2c1,BLXXJMDCKKHMKV-UHFFFAOYSA-N,toxic_cardio+toxic_gastro+toxic_neuro,INHIBITOR,True,True,True,CHEMBL230,,,0,0,0,,0,0,0,COc1ccc2cc(CCC(C)=O)ccc2c1,CCC1CCC2CC(CCC(C)C)CCC2C1
9373,CHEMBL86715,4.0,Racemic Mixture,False,True,False,False,Discontinued,None,None,None,None,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,Small molecule,MOL,True,3.94,1.0,1.75,3.79,13.84,9.45,287.45,2.0,2.0,1.0,1.0,21.0,BASE,287.45,287.2249,0.0,0.0,23.47,0.89,N,5.0,CHEMBL86715,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,WYDUSKDSKCASEF-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,CC(CCC1CCCC1)(C1CCCCC1)C1CCCCC1
4007,CHEMBL181,4.0,Achiral Molecule,False,True,True,False,Prescription Only,None,None,None,None,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,Small molecule,MOL,True,1.87,1.0,1.0,1.0,,,230.68,3.0,4.0,1.0,1.0,14.0,NEUTRAL,230.68,229.9917,0.0,0.0,58.53,0.74,Y,0.0,CHEMBL181,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,GDLBFKVLRPITMI-UHFFFAOYSA-N,Safe,OPENER+OPENER,True+True,True+True,True+True,CHEMBL1886+CHEMBL4770,,,0,0,0,,0,0,0,CC1=NS(=O)(=O)c2cc(Cl)ccc2N1,CC1CCC2CC(C)CC(C)(C)C2C1
3188,CHEMBL1021,4.0,Achiral Molecule,True,False,False,True,Prescription Only,None,None,None,None,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,Small molecule,MOL,True,1.53,2.0,2.08,2.08,,1.83,254.29,3.0,4.0,2.0,4.0,19.0,NEUTRAL,254.29,254.1055,0.0,0.0,86.18,0.64,N,4.0,CHEMBL1021,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,QEFAQIPZVLVERP-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2094253,,,0,0,0,,0,0,0,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,CC(C)CC1CCCC(C(C)C2CCCCC2)C1C
3344,CHEMBL206253,4.0,Achiral Molecule,False,True,True,False,Prescription Only,None,None,None,None,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Small molecule,MOL,True,6.79,3.0,6.84,7.26,,7.6,578.6,4.0,5.0,0.0,0.0,41.0,NEUTRAL,578.6,578.248,2.0,2.0,39.68,0.31,N,5.0,CHEMBL206253,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,WAXQNWCZJDTGBU-UHFFFAOYSA-N,Safe,ANTAGONIST,True,True,True,CHEMBL249,,,0,0,0,,0,0,0,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC1CCC(C2CCC(C(C)C(C)C(C)(C)C3CC(C(C)(C)C)CC(C(C)(C)C)C3)C(C3CCCCC3C)C2)CC1
3408,CHEMBL1643,4.0,Single Stereoisomer,False,True,False,True,Prescription Only,None,None,None,None,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,Small molecule,MOL,True,-3.01,1.0,-2.77,-2.77,11.88,,244.21,8.0,9.0,4.0,5.0,17.0,NEUTRAL,244.21,244.0808,0.0,0.0,143.72,0.44,N,3.0,CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,IWUCXVSUMQZMFG-AFCXAGJDSA-N,toxic_carcinogenic+toxic_hema+toxic_respiratory+toxic_teratogen,INHIBITOR+INHIBITOR+INHIBITOR,True+True+True,True+True+True,True+True+True,CHEMBL1822+CHEMBL5375+CHEMBL2363073,,,0,0,1,,1,0,0,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,CCC1CC(C2CCC(C(C)C)C2)C(C)C1C
5065,CHEMBL565,4.0,Achiral Molecule,True,True,False,False,Discontinued,None,None,None,None,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,Small molecule,MOL,True,3.06,1.0,3.4,3.4,,,242.7,3.0,3.0,0.0,0.0,16.0,NEUTRAL,242.7,242.071,0.0,0.0,35.53,0.76,N,4.0,CHEMBL565,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,KNHUKKLJHYUCFP-UHFFFAOYSA-N,Safe,AGONIST,True,True,True,CHEMBL239,,,0,0,0,,0,0,0,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CCCC(C)C(C)(C)CC1CCC(C)CC1
7843,CHEMBL1764,4.0,Single Stereoisomer,False,False,True,False,Discontinued,None,None,None,None,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,Small molecule,MOL,True,4.5,2.0,2.24,4.25,,9.42,328.48,4.0,3.0,0.0,0.0,23.0,BASE,328.48,328.1609,0.0,0.0,15.71,0.8,N,5.0,CHEMBL1764,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,VRQVVMDWGGWHTJ-CQSZACIVSA-N,Safe,ANTAGONIST,True,True,True,CHEMBL2331075,,,0,0,0,,0,0,0,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,CCC1CCC2CC3CCCCC3C(CC(C)CC(C)C)C2C1
4910,CHEMBL452231,4.0,Single Stereoisomer,False,False,True,False,Prescription Only,None,None,None,None,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,Small molecule,MOL,True,2.75,3.0,2.78,2.78,9.33,,656.66,14.0,13.0,3.0,3.0,46.0,NEUTRAL,656.66,656.1564,2.0,2.0,160.83,0.33,N,6.0,CHEMBL452231,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,NRUKOCRGYNPUPR-QBPJDGROSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2094255,,,0,0,0,,0,0,0,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CCC1CC(C2C3CC4CCCC4CC3C(CC3CC4CCC(C5CCCC5)CC4C(C)C3C)C3CCC(C)C32)CC(CC)C1C
4389,CHEMBL2103772,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,Small molecule,MOL,True,2.98,2.0,3.17,3.17,12.6,,385.49,5.0,5.0,1.0,1.0,27.0,NEUTRAL,385.49,385.1348,0.0,0.0,72.47,0.67,N,9.0,CHEMBL2103772,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,ODUOJXZPIYUATO-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0,0,0,,0,0,0,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,CC(C)CCC(CC1CCCCC1)C(C)CCC(C)CCC1CCCCC1
8789,CHEMBL1017,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,Small molecule,MOL,True,7.26,6.0,4.86,6.13,3.62,5.86,514.63,5.0,6.0,1.0,1.0,39.0,ACID,514.63,514.2369,2.0,2.0,72.94,0.24,N,7.0,CHEMBL1017,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,RMMXLENWKUUMAY-UHFFFAOYSA-N,toxic_teratogen,ANTAGONIST,True,True,True,CHEMBL227,,,0,0,0,,0,0,0,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,CCCC1CC2C(C)CC(C3CC4CCCCC4C3C)CC2C1CC1CCC(C2CCCCC2C(C)C)CC1
8295,CHEMBL1751,4.0,Single Stereoisomer,False,True,True,False,Prescription Only,None,None,None,None,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,Small molecule,MOL,True,2.22,0.0,1.92,2.37,7.15,,780.95,14.0,14.0,6.0,6.0,55.0,NEUTRAL,780.95,780.4296,3.0,3.0,203.06,0.16,N,7.0,CHEMBL1751,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,LTMHDMANZUZIPE-PUGKRICDSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2095186,,,0,0,0,,0,0,0,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,CC1CCC(C2CCC3(C)C4CCC5CC(CC6CC(C)C(CC7CC(C)C(CC8CC(C)C(C)C(C)C8)C(C)C7)C(C)C6)CCC5(C)C4CC(C)C23C)C1
