,name,pubchem_cid,chembl_id,drugbank_id,inchi_key,dataset,smiles,drugbank_withdrawn,chembl_withdrawn
1483,"daypro|nsc-310839|oxaprozin|wy-21,743|wy-21743",4614,CHEMBL1071,missing,OFPXSFXSNFPTHF-UHFFFAOYSA-N,both,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,0,0
1484,su-011248|su-11248|su011248|sunitinib|sutent|sutent,5329102,CHEMBL535,missing,WINHZLLDWRZWRT-ATVHPVEESA-N,both,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,0,0
1485,alysine|nsc-202167|salicylate sodium|salicylic acid sodium salt|sod sal|sodium salicylate|sodium salicylate,5900,CHEMBL447868,missing,ABBQHOQBGMUPJH-UHFFFAOYSA-M,chembl,O=C([O-])c1ccccc1O.[Na+],missing,0
1486,cmi x-11s|cpc-211|ceresine|dca|sodium dichloroacetate,16539,CHEMBL306823,missing,LUPNKHXLFSSUGS-UHFFFAOYSA-M,chembl,O=C([O-])C(Cl)Cl.[Na+],missing,0
1487,gsk-1120212|gsk1120212|jtp 74057|jtp-74057|mekinist|tmt-212|tmt212|trametinib,11707110,CHEMBL2103875,missing,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,both,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,0,0
1489,metabromsalan,17404,CHEMBL1801800,missing,YALKQBRWLMDVSA-UHFFFAOYSA-N,chembl,O=C(Nc1ccccc1)c1cc(Br)cc(Br)c1O,missing,1
1490,kanamycin|kanamycin,6032,CHEMBL1384,missing,SBUJHOSQTJFQJX-NOAMYHISSA-N,both,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0,0
1491,disopyramide|disopyramide|h-3292|norpace|sc-7031,3114,CHEMBL517,missing,UVTNFZQICZKOEM-UHFFFAOYSA-N,both,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0,0
1492,ambien|zolpidem|zolpidem civ|zolpidem,5732,CHEMBL911,missing,ZAFYATHCZYHLPB-UHFFFAOYSA-N,both,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,0,0
1493,ara-a|arabinosyladenine|ci 673|ci-673|nsc-247519|nsc-404241|vidarabine|vidarabine monohydrate|vira-a,21704,CHEMBL1090,missing,OIRDTQYFTABQOQ-UHTZMRCNSA-N,both,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0,0
1494,isentress|mk-0518|raltegravir,54671008,CHEMBL254316,missing,CZFFBEXEKNGXKS-UHFFFAOYSA-N,both,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,0,0
1495,dexmethylphenidate|dexmethylphenidate|methylphenidate d-threo-form,154101,CHEMBL827,missing,DUGOZIWVEXMGBE-CHWSQXEVSA-N,both,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,0,0
1496,ab-101 (phenylephrine)|cyclomydril|duo-medihaler|j8.601k|phenylephrine|phenylephrine,6041,CHEMBL1215,missing,SONNWYBIRXJNDC-VIFPVBQESA-N,both,CNC[C@H](O)c1cccc(O)c1,0,0
1497,az-13337019|moventig|naloxegol|nktr-118,56959087,CHEMBL2219418,missing,XNKCCCKFOQNXKV-ZRSCBOBOSA-N,both,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,0,0
1498,pivampicillin|pondocillin,33478,CHEMBL3182343,missing,ZEMIJUDPLILVNQ-ZXFNITATSA-N,both,CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0,0
1499,"at-1001, gr-181314a|galafold|migalastat",176077,CHEMBL110458,missing,LXBIFEVIBLOUGU-DPYQTVNSSA-N,both,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,0,0
1500,aquamephyton|kanavit|konakion mm|konakion mm paed|konakion|mephyton|neokay|nsc-270681|orakay|phylloquinone e-form|phytomenadione|phytonadione|phylloquinone|phytomenadione|phytonadione|vitamin k1|vitamin k 1|vitamin k1,5284607,CHEMBL1550,missing,MBWXNTAXLNYFJB-NKFFZRIASA-N,both,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O,0,0
1501,dimyril|isoaminile|isoaminile citrate,6481,CHEMBL2105002,missing,WFLSCFISQHLEED-UHFFFAOYSA-N,chembl,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C,missing,0
1502,gw-642444|gw-642444x|gw642444|gw642444x|vilanterol,10184665,CHEMBL1198857,missing,DAFYYTQWSAWIGS-DEOSSOPVSA-N,both,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,0,0
1503,13 cis-retinoic acid|absorica|absorica ld|accutane|amnesteem|claravis|isotretinoin|isotrex|myorisan|pat-001|retinoic acid 13-cis-form|ro 4-3780|ro-4-3780|ro-43780|roaccutane|sotret|zenatane,5282379,CHEMBL547,missing,SHGAZHPCJJPHSC-XFYACQKRSA-N,both,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,0,0
1504,delavirdine|delavirdine|u-90152,5625,CHEMBL593,missing,WHBIGIKBNXZKFE-UHFFFAOYSA-N,both,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,0,0
1505,"dofetilide|tikosyn|uk-68,798|uk-68798",71329,CHEMBL473,missing,IXTMWRCNAAVVAI-UHFFFAOYSA-N,both,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,0,0
1506,itavastatin|pitavastatin,5282452,CHEMBL1201753,missing,VGYFMXBACGZSIL-MCBHFWOFSA-N,both,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,0,0
1507,audavate|audavate rd|betacap|betameth val in coal tar|betamethasone 17-valerate|betamethasone valerate|betesil|betnovate rd|betnovate-c|betnovate-n|bettamousse|bextasol|beta-val|betaderm|betatrex|dermabet|fucibet|luxiq|valisone|valnac|xemacort,16533,CHEMBL1497,missing,SNHRLVCMMWUAJD-SUYDQAKGSA-N,chembl,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,missing,0
1508,"alclometasone|alclometasone 17,21-dipropionate|alclometasone dipropionate|aclovate|modrasone|sch 22219|sch-22219",636374,CHEMBL1200989,missing,DJHCCTTVDRAMEH-DUUJBDRPSA-N,chembl,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,missing,0
1509,pinacidil|pindac,4826,CHEMBL1159,missing,IVVNZDGDKPTYHK-UHFFFAOYSA-N,both,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,0,0
1510,phenformin,8249,CHEMBL170988,missing,ICFJFFQQTFMIBG-UHFFFAOYSA-N,both,N=C(N)NC(=N)NCCc1ccccc1,1,1
1511,abi-007|abraxane|bms 181339-01|bms-181339-01|dhp 107|mbt 0206|nk 105|nsc-125973|pacitaxel|paclitaxel|paxene|qw-8184|taxol|taxol 100|taxol,36314,CHEMBL428647,missing,RCINICONZNJXQF-MZXODVADSA-N,both,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,0,0
1512,ad 32|ad-32|nsc-246131|valrubicin|valstar preservative free|valstar,454216,CHEMBL1096885,missing,ZOCKGBMQLCSHFP-KQRAQHLDSA-N,both,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,0,0
1513,cgx-635|homoharringtonine|nsc-141633|omacetaxine mepesuccinate|synribo,285033,CHEMBL46286,missing,HYFHYPWGAURHIV-JFIAXGOJSA-N,both,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,0,0
1514,apf-530|apf530|brl 43694|brl-43694|granisetron|kytril|ly-278584|sancuso|sustol,3510,CHEMBL289469,missing,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,chembl,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,missing,0
1515,mequitazine|primalan,4066,CHEMBL73451,missing,HOKDBMAJZXIPGC-UHFFFAOYSA-N,chembl,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,missing,0
1516,nsc-31447|promazine|promazine,4926,CHEMBL564,missing,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,both,CN(C)CCCN1c2ccccc2Sc2ccccc21,0,0
1517,acetophenetidin|acetphenetidin|phenacetin,4754,CHEMBL16073,missing,CPJSUEIXXCENMM-UHFFFAOYSA-N,chembl,CCOc1ccc(NC(C)=O)cc1,missing,1
1518,antagonate|chlor-trimeton|chlorphenamine|chlorpheniramine|chlorpheniramine|isoclor|kloromin|phenetron|teldrin,2725,CHEMBL505,missing,SOYKEARSMXGVTM-UHFFFAOYSA-N,both,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0,0
1519,al-4943a|olopatadine|opatanol,5281071,CHEMBL1189432,missing,JBIMVDZLSHOPLA-LSCVHKIXSA-N,both,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,0,0
1520,aezs-130|ard-07|ep-01572|ep-1572|ep01572|jmv 1843|jmv-1843|macimorelin|macimorelin|macrilen|solorel,9804938,CHEMBL278623,missing,UJVDJAPJQWZRFR-DHIUTWEWSA-N,both,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,0,0
1521,"j3.308a|lederpam|nsc-169448|oxazepam|oxazepam civ|oxozepam|serenid fte|serax|temazepam impurity, oxazepam-|wy-3498|zaxopam",4616,CHEMBL568,missing,ADIMAYPTOBDMTL-UHFFFAOYSA-N,both,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,0,0
1522,anafranil|clomipramine|clomipramine|nsc-169865,2801,CHEMBL415,missing,GDLIGKIOYRNHDA-UHFFFAOYSA-N,both,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0,0
1523,leucovorin|leucovorin,6006,CHEMBL1679,missing,VVIAGPKUTFNRDU-ABLWVSNPSA-N,both,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,0,0
1524,acetylpheneturide|ethylphenacemide|laburide|pheneturide,72060,CHEMBL2107062,missing,AJOQSQHYDOFIOX-UHFFFAOYSA-N,chembl,CCC(C(=O)NC(N)=O)c1ccccc1,missing,0
1525,arzip|cellcept|mycophenolate mofetil|mycophenolic acid 2-(4-morpholinyl)ethyl ester|myfenax|rs-61443,5281078,CHEMBL1456,missing,RTGDFNSFWBGLEC-SYZQJQIISA-N,both,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,0,0
1526,bitolterol|bitolterol,35330,CHEMBL1201295,missing,FZGVEKPRDOIXJY-UHFFFAOYSA-N,chembl,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,missing,0
1527,genosyl|inomax|nitric oxide|nitric oxide|ohm-11771,145068,CHEMBL1200689,missing,MWUXSHHQAYIFBG-UHFFFAOYSA-N,both,[N]=O,0,0
1528,cyclopentolate,2905,CHEMBL1201338,missing,SKYSRIRYMSLOIN-UHFFFAOYSA-N,both,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,0,0
1529,cyclandelate|cyclobral|cyclospasmol,2893,CHEMBL1480987,missing,WZHCOOQXZCIUNC-UHFFFAOYSA-N,both,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,0,0
1530,ethylestrenol|ethylnandrol|ethyloestrenol|maxibolin,13765,CHEMBL1200623,missing,AOXRBFRFYPMWLR-XGXHKTLJSA-N,chembl,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,missing,0
1531,frovatriptan|frova|frovatriptan|migard|mylatrip,77992,CHEMBL1279,missing,XPSQPHWEGNHMSK-SECBINFHSA-N,both,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,0,0
1532,dayvigo|e-2006|e2006|lemborexant|lemborexant,56944144,CHEMBL3545367,missing,MUGXRYIUWFITCP-PGRDOPGGSA-N,both,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,0,0
1533,16.alpha.-hydroxyestradiol|estriol|estriol acetate benzoate|estriol propionate|estriol succinate|estriol|gynest|nsc-12169|oestriol|ortho-gynest|ovestin|theelol,5756,CHEMBL193482,missing,PROQIPRRNZUXQM-ZXXIGWHRSA-N,both,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,0,0
1534,pecazine,6075,CHEMBL395110,missing,CBHCDHNUZWWAPP-UHFFFAOYSA-N,chembl,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,missing,1
1535,ioversol|mp 328|mp-328|optiray 160|optiray 240|optiray 300|optiray 320|optiray 350|optiray,3741,CHEMBL1200614,missing,AMDBBAQNWSUWGN-UHFFFAOYSA-N,both,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0,0
1536,de-105|ly-232105|natroba|pp-105|spinosad|spinosyns spinosad|xde-105,145946918,CHEMBL4297065,missing,JFLRKDZMHNBDQS-UCQUSYKYSA-N,chembl,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)C2CC(=O)O1.CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@H]4C(C)=C[C@H]3[C@@H]2CC(=O)O1,missing,0
1537,ay-22989|l04aa10|nsc-226080|rapamycin|rapamune|sirolimus|sm-88 component sirolimus|wy-090217,5284616,CHEMBL413,missing,QFJCIRLUMZQUOT-HPLJOQBZSA-N,both,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,0,0
1538,"linezolid|u-100,766|u-100766|zyvox",441401,CHEMBL126,missing,TYZROVQLWOKYKF-ZDUSSCGKSA-N,both,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0,0
1539,methoxamine|methoxamine|nrl-001|nrl001|vasoxyl,6082,CHEMBL524,missing,WJAJPNHVVFWKKL-UHFFFAOYSA-N,both,COc1ccc(OC)c(C(O)C(C)N)c1,0,0
1540,apriso|asacol hd|asacol|coltec ec|canasa|delzicol|fisalamine|ipocol|lialda|max-002|mesalamine|mesalazine|mesalazine |mesren mr|mezavant xl|nsc-38877|octasa|pentasa sr|pentasa|rowasa|salofalk|sfrowasa,4075,CHEMBL704,missing,KBOPZPXVLCULAV-UHFFFAOYSA-N,both,Nc1ccc(O)c(C(=O)O)c1,0,0
1541,nsc-47965|pheniramine|pheniramine,4761,CHEMBL1193,missing,IJHNSHDBIRRJRN-UHFFFAOYSA-N,both,CN(C)CCC(c1ccccc1)c1ccccn1,0,0
1542,apstil|cyren a|diethylstilbestrol|distilbene|diethylstilbestrol|estrobene|estrogenine|estromenin|fonatol|new-estranol 1|nsc-3070|palestrol|stilbestroform|stilbestrol|stilboestrol|synestrin|synthestrin|stilbestrol|stilbetin|stilboesterol|tampovagan,448537,CHEMBL411,missing,RGLYKWWBQGJZGM-ISLYRVAYSA-N,both,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,0,1
1543,311-c-90|311c90|zolmitriptan|zomig-zmt|zomig,60857,CHEMBL1185,missing,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,both,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,0,0
1544,ceftaroline fosamil|ppi-0903|tak 599|tak-599,9852981,CHEMBL501122,missing,ZCCUWMICIWSJIX-NQJJCJBVSA-N,both,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,0,0
1545,am-1155|bms-206584-01|bms-20658401|gatifloxacin|gatifloxacin hydrate|gatifloxacin sesquihydrate|pd-135432|tequin|zymaxid|zymar,5379,CHEMBL31,missing,XUBOMFCQGDBHNK-UHFFFAOYSA-N,both,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,0,0
1546,bi 10773|bi-10773|empagliflozin|jardiance,11949646,CHEMBL2107830,missing,OBWASQILIWPZMG-QZMOQZSNSA-N,both,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0,0
1547,ro 40-7592|ro-40-7592|ro-407592|tolcapone|tasmar,4659569,CHEMBL1324,missing,MIQPIUSUKVNLNT-UHFFFAOYSA-N,both,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,1,0
1548,abdine|acetaminophen|alvedon|angiers|apap|acephen|acetaminophen|calpol|calpol six plus|calpol six plus fastmelts|child lemsip|cupanol|dafalgan|disprol|disprol infant|disprol jnr|disprol paed|datril|fennings|galpamol|hedex|infadrops|infants' feverall|injectapap|junior parapaed|mandanol|medinol|medinol for children|medinol over 6|medinol under 6|medised plain|miradol|nsc-109028|nsc-3991|neopap|ofirmev|paldesic|panadol|panadol actifast|panadol actifast solb|panadol advan|panadol jnr|panadol oa|panaleve|panaleve 6 plus|paracetamol|paramin|parapaed jnr|parapaed six plus|paravict|perfalgan|placidex|paracetamol|phenaphen|rimadol|salzone|tixymol|tramil 500|tylenol,1983,CHEMBL112,missing,RZVAJINKPMORJF-UHFFFAOYSA-N,both,CC(=O)Nc1ccc(O)cc1,0,0
1549,dantrolene|f-368,6914273,CHEMBL1201288,missing,OZOMQRBLCMDCEG-VIZOYTHASA-N,both,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,0,0
1550,fenoxypropazine|phenoxypropazine,71467,CHEMBL1909286,missing,QNEXFJFTGQBXBJ-UHFFFAOYSA-N,chembl,CC(COc1ccccc1)NN,missing,1
1551,aindeem|finasteride|mk-906|prostide|propecia|proscar,57363,CHEMBL710,missing,DBEPLOCGEIEOCV-WSBQPABSSA-N,both,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,0,0
1552,"bch 189, (-)-|epivir-hbv|epivir|gr 109714x|gr-109714x|lamivudine|zeffix",60825,CHEMBL141,missing,JTEGQNOMFQHVDC-NKWVEPMBSA-N,both,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,0,0
1553,bl-s786|ceforanide|precef,43507,CHEMBL1201046,missing,SLAYUXIURFNXPG-CRAIPNDOSA-N,both,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,0,0
1554,azamune|azapress|azathioprine|azasan|berkaprine|bw-57-322|immunoprin 50|imuran|kentaprine|nsc-39084|oprisine 50,2265,CHEMBL1542,missing,LMEKQMALGUDUQG-UHFFFAOYSA-N,both,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,0,0
1555,cl 36467|cl 39743|cl-36467|cl-39743|levomepromazine|levomepromazine|levoprome|methotrimeprazine|methotrimeprazine|n05aa02|nsc-226516|nirvan|rp 7044|rp-7044|sk&f 5116|sk&f-5116|tisercin|xp-03|xp03,72287,CHEMBL1764,missing,VRQVVMDWGGWHTJ-CQSZACIVSA-N,both,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,0,0
1556,cpg-56695|gnf-pf-1971|lumefantrine,6437380,CHEMBL38827,missing,DYLGFOYVTXJFJP-MYYYXRDXSA-N,both,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,0,0
1557,lomefloxacin|lomefloxacin|maxaquin|okacyn|sc-47111a,3948,CHEMBL561,missing,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,both,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,0,0
1558,pinaverium,40704,CHEMBL1909324,missing,DDHUTBKXLWCZCO-UHFFFAOYSA-N,both,COc1cc(Br)c(C[N+]2(CCOCCC3CCC4CC3C4(C)C)CCOCC2)cc1OC,0,0
1559,phthalylsulfathiazole|phthalylsulfhathiazole|phthalylsulphathiazole|sulfaphtalylthiazol|thalazole,4806,CHEMBL1524273,missing,PBMSWVPMRUJMPE-UHFFFAOYSA-N,both,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0,0
1560,noxafil|posaconazole|sch 56592|sch-56592,468595,CHEMBL1397,missing,RAGOYPUPXAKGKH-XAKZXMRKSA-N,both,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,0,0
1561,mcn-a-2833|perindopril|perindopril|s-9490,107807,CHEMBL1581,missing,IPVQLZZIHOAWMC-QXKUPLGCSA-N,both,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,0,0
1562,bortezomib|bortezomib hydrate|ldp-341|nsc-681239|ps-341|velcade,387447,CHEMBL325041,missing,GXJABQQUPOEUTA-RDJZCZTQSA-N,both,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,0,0
1563,narcotine|noscapine|nsc-5366|tusscapine,275196,CHEMBL364713,missing,AKNNEGZIBPJZJG-MSOLQXFVSA-N,both,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,0,0
1564,4-hydroxyanisole|4-methoxyphenol|4ha|bms-181158|hqmme; hydroxyquinone methyl ether|leucobasal|leucodine b|mechinolum|menthyl anthranilate|mequinol|novo-dermoquinona|p-guaiacol|p-hydroxyanisole,9015,CHEMBL544,missing,NWVVVBRKAWDGAB-UHFFFAOYSA-N,both,COc1ccc(O)cc1,0,0
1565,ceftolozane|cxa-101|cxa-101 free base|fr-264205,53234134,CHEMBL2103872,missing,JHFNIHVVXRKLEF-DCZLAGFPSA-N,both,Cn1c(N)c(NC(=O)NCCN)c[n+]1CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c3nsc(N)n3)[C@H]2SC1,0,0
1566,decamethonium|syncurine,2968,CHEMBL1190,missing,MTCUAOILFDZKCO-UHFFFAOYSA-N,both,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,0,0
1567,methacholine|methacholine|provocholine,1993,CHEMBL978,missing,NZWOPGCLSHLLPA-UHFFFAOYSA-N,both,CC(=O)OC(C)C[N+](C)(C)C,0,0
1568,farydak|lbh589|panobinostat,6918837,CHEMBL483254,missing,FPOHNWQLNRZRFC-ZHACJKMWSA-N,both,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,0,0
1569,abbott-47631|estazolam|estazolam civ|eurodin|nsc-290818|prosom,3261,CHEMBL285674,missing,CDCHDCWJMGXXRH-UHFFFAOYSA-N,both,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,0,0
1570,selenomethionine,105024,CHEMBL113178,missing,RJFAYQIBOAGBLC-BYPYZUCNSA-N,both,C[Se]CC[C@H](N)C(=O)O,0,0
1571,mk-476|montelukast|montelukast|singulair,5281040,CHEMBL787,missing,UCHDWCPVSPXUMX-TZIWLTJVSA-N,both,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,0,0
1572,ephedrine|ephedrine|nsc-170951|nsc-8971,9294,CHEMBL211456,missing,KWGRBVOPPLSCSI-WPRPVWTQSA-N,both,CN[C@@H](C)[C@H](O)c1ccccc1,0,0
1573,brivaracetam|briviact|ucb 34714|ucb-34714,9837243,CHEMBL607400,missing,MSYKRHVOOPPJKU-BDAKNGLRSA-N,both,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,0,0
1574,cilastatin|cilastatin|primaxin,6435415,CHEMBL766,missing,DHSUYTOATWAVLW-WFVMDLQDSA-N,both,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)O,0,0
1575,,19987169,CHEMBL1208646,missing,HXSKWEQQPCKYIF-UHFFFAOYSA-N,chembl,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)O,missing,0
1576,nialamide,4472,CHEMBL1256841,missing,NOIIUHRQUVNIDD-UHFFFAOYSA-N,both,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,1,1
1577,emepronium,34055,CHEMBL2110805,missing,JEJBJBKVPOWOQK-UHFFFAOYSA-N,chembl,CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,missing,0
1578,bpn|brompheniramine|bromfed|bromfenex|brompheniramine|dimetane|dimetapp|lodrane,6834,CHEMBL811,missing,ZDIGNSYAACHWNL-UHFFFAOYSA-N,both,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,0,0
1579,taurolidine|w-3100m,29566,CHEMBL2105420,missing,AJKIRUJIDFJUKJ-UHFFFAOYSA-N,both,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,0,0
