,chembl_id,chembl_withdrawn,dataset,drugbank_id,drugbank_withdrawn,inchi_key,name,pubchem_cid,smiles,withdrawn_chembl_+,withdrawn_drugbank_+,withdrawn_label,CHEMBLID,Toxicity type
2376,CHEMBL1200696,missing,drugbank,DB09418,0,YLMGFJXSLBMXHK-UHFFFAOYSA-M,Potassium perchlorate,516900.0,[K+].[O-][Cl](=O)(=O)=O,0.0,0.0,0,,Safe
2078,CHEMBL2103830,0,both,missing,0,GKDRMWXFWHEQQT-UHFFFAOYSA-N,fostamatinib|fostamatinib|r-788|r-788 free acid|r-935788|r-935788 free acid|r788 free acid|r935788 free acid,11671467,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,0.0,0.0,0,,Safe
2198,CHEMBL1554,missing,drugbank,DB00970,0,RJURFGZVJUQBHK-IIXSONLDSA-N,Dactinomycin,457193.0,[H][C@@]12CCCN1C(=O)[C@H](NC(=O)[C@@H](NC(=O)C1=C3N=C4C(OC3=C(C)C=C1)=C(C)C(=O)C(N)=C4C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C(=O)[C@]3([H])CCCN3C(=O)[C@H](NC1=O)C(C)C)[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C)C2=O)C(C)C,0.0,0.0,0,,Safe
1399,CHEMBL490,0,both,missing,0,AHOUBRCZNHFOSL-YOEHRIQHSA-N,brl 29060|brl-29060|paroxetine|paroxetine|paxil|paxil [as hydrochloride]|pexeva,43815,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,0.0,0.0,0,,Safe
1979,CHEMBL2105755,0,both,missing,0,AXQACEQYCPKDMV-RZAWKFBISA-N,naldemedine|naldemedine|s-297995,54732242,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,0.0,0.0,0,,Safe
1759,CHEMBL1200368,0,chembl,missing,missing,SPPTWHFVYKCNNK-FQEVSTJZSA-N,"bentiromide|btpaba, pft|chymex|e-2663",6957673,O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,0.0,0.0,0,,Safe
1892,CHEMBL563,0,both,missing,0,SYTBZMRGLBWNTM-UHFFFAOYSA-N,"ansaid|bts 18,322|bts-18322|cebutid|flubiprofen|flurbiprofen|froben|froben sr|ocufen|strefen|transact|u-27,182|u-27182",3394,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,0.0,0.0,0,,Safe
2156,CHEMBL184618,missing,drugbank,DB00452,0,PGBHMTALBVVCIT-VCIWKGPPSA-N,Framycetin,8378.0,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,0.0,0.0,0,,Safe
260,CHEMBL298470,0,both,missing,0,LBHLFPGPEGDCJG-UHFFFAOYSA-N,sb-252263-aab|tafenoquine|wr 238605,115358,COc1cc(C)c2c(Oc3cccc(C(F)(F)F)c3)c(OC)cc(NC(C)CCCN)c2n1,0.0,0.0,0,,Safe
832,CHEMBL746,0,both,missing,0,RQTOOFIXOKYGAN-UHFFFAOYSA-N,fpl 59002|fpl-59002|nedocromil|nedocromil,50294,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,0.0,0.0,0,,Safe
1280,CHEMBL452,0,both,missing,0,DGBIGWXXNGSACT-UHFFFAOYSA-N,clonazepam|clonazepam civ|klonopin rapidly disintegrating|klonopin|nsc-179913|rivotril|ro 5-4023|ro-5-4023|ro-54023,2802,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,0.0,0.0,0,,Safe
1550,CHEMBL180022,0,both,missing,0,JWNPDZNEKVCWMY-VQHVLOKHSA-N,cdp-820|hki-272|neratinib|neratinib|way-179272,9915743,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,0.0,0.0,0,,Safe
1639,CHEMBL571,0,both,missing,0,DKYWVDODHFEZIM-UHFFFAOYSA-N,"19583rp|alrheumat|axorid|actron|fenoket 200|idea-033|jomethid xl|ketocid 200|ketonal|ketoprofen|ketotard 200 xl|ketovail|ketozip 200 xl|larafen|larafen cr|nexcede|orudis 100|orudis kt|oruvail 100|oruvail 150|oruvail 200|oruvail im|orudis|oruvail|powergel|r.p. 19,583|r.p. 19583|rp-19583|ru-4733|tiloket|tiloket cr|valket 200 retard",3825,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0.0,0.0,0,,Safe
1620,CHEMBL1289494,0,both,missing,0,SPMVMDHWKHCIDT-UHFFFAOYSA-N,asp-4130|av-951|fotivda|kil8951|krn-951|kil-8951|tivozanib|tivozanib,9911830,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,0.0,0.0,0,,Safe
2711,,,withdrawn,missing,,MATIRGPIRARBGK-UHFFFAOYSA-L,Diiododiethyltin,76000,CC[Sn](CC)(I)I,,,1,,toxic_hema
2387,CHEMBL1200608,missing,drugbank,DB09496,0,YBGZDTIWKVFICR-JLHYYAGUSA-N,Octinoxate,5355130.0,[H]\C(=C(\[H])C1=CC=C(OC)C=C1)C(=O)OCC(CC)CCCC,0.0,0.0,0,,Safe
2628,CHEMBL1532734,missing,drugbank,DB15679,0,HQQUTGFAWJNQIP-UHFFFAOYSA-K,Aluminum subacetate,10197832.0,CC(=O)O[Al](O)OC(C)=O,0.0,0.0,0,,Safe
2178,CHEMBL4073796,missing,drugbank,DB00686,0,FCCNSUIJIOOXEZ-SJYYZXOBSA-N,Pentosan polysulfate,37720.0,O[C@@H]1CO[C@@H](O[C@@H]2CO[C@@H](O)[C@H](OS(O)(=O)=O)[C@H]2OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@H]1OS(O)(=O)=O,0.0,0.0,0,,Safe
2686,CHEMBL2104635,,withdrawn,missing,,NPCNIYOIXLZTQI-UHFFFAOYSA-N,Aminophenazone cyclamate,170322,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C.C1CCC(CC1)NS(=O)(=O)O,,,1,CHEMBL2104635,toxic_hema
2246,CHEMBL2448537,missing,drugbank,DB03614,0,JEWJRMKHSMTXPP-WZHZPDAFSA-L,Mecobalamin,71306319.0,C1(CC[C@@]2([C@@H](CC(N)=O)[C@@]3([C@@]4([N+]5=C([C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C(C)=C4[N+]6=C(C=C7[N+]8=C([C@H](C7(C)C)CCC(N)=O)C(C)=C2N3[Co-3]568([N+]2=CN([C@H]3O[C@@H]([C@@H](OP(O[C@@H](CN1)C)([O-])=O)[C@H]3O)CO)C1=CC(C)=C(C=C21)C)C)[C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C)[H])C)=O,0.0,0.0,0,,Safe
2001,CHEMBL1530428,0,both,missing,0,AKUJBENLRBOFTD-RPRRAYFGSA-N,decadron-la|dexamethasone 21-acetate|dexamethasone acetate|dexamethasone acetate monohydrate|decadron|nsc-39471,236702,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0,0.0,0,,Safe
1528,CHEMBL607400,0,both,missing,0,MSYKRHVOOPPJKU-BDAKNGLRSA-N,brivaracetam|briviact|ucb 34714|ucb-34714,9837243,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,0.0,0.0,0,,Safe
360,CHEMBL973,0,both,missing,0,UTNUDOFZCWSZMS-YFHOEESVSA-N,a77 1726|aubagio|hmr-1726|hmr1726|leflunomide related compound b|leflunomide related compound b rs|teriflunomide,54684141,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0.0,0.0,0,,Safe
620,CHEMBL434200,0,chembl,missing,missing,HTWFXPCUFWKXOP-UHFFFAOYSA-N,artex|s-2395|tertatolol,36920,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,0.0,0.0,0,,Safe
2478,CHEMBL256147,missing,drugbank,DB11815,0,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,Tilarginine,132862.0,CNC(=N)NCCC[C@H](N)C(O)=O,0.0,0.0,0,,Safe
986,CHEMBL550,0,both,missing,0,QCHFTSOMWOSFHM-WPRPVWTQSA-N,ocusert pilo-20|ocusert pilo-40|ocusert pilo|pilocarpine,5910,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,0.0,0.0,0,,Safe
34,CHEMBL1088,0,both,missing,0,SLVMESMUVMCQIY-UHFFFAOYSA-N,lidanar|mesoridazine|mesoridazine|nc-123|serentil|tps-23,4078,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,0.0,0.0,0,,Safe
690,CHEMBL58323,0,both,missing,0,VPPJLAIAVCUEMN-GFCCVEGCSA-N,add 243037|add-243037|erlosamide|lacosamide|spm 927|spm-927|vimpat,219078,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,0.0,0.0,0,,Safe
2433,CHEMBL501174,missing,drugbank,DB11231,0,OAIJSZIZWZSQBC-GYZMGTAESA-N,Lycopene,446925.0,CC(C)=CCC\C(C)=C\C=C\C(\C)=C\C=C\C(\C)=C\C=C\C=C(/C)\C=C\C=C(/C)\C=C\C=C(/C)CCC=C(C)C,0.0,0.0,0,,Safe
2421,CHEMBL2103983,missing,drugbank,DB11153,0,KWYUFKZDYYNOTN-UHFFFAOYSA-M,Potassium hydroxide,14797.0,[OH-].[K+],0.0,0.0,0,,Safe
376,CHEMBL1200971,0,both,missing,0,FUBBGQLTSCSAON-PBFPGSCMSA-N,39435|cefaloglycin|cephaloglycin|kafocin,19150,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.0,0.0,0,,Safe
2025,CHEMBL1201229,0,both,missing,0,RWZVPVOZTJJMNU-UHFFFAOYSA-N,demecarium|demecarium,5966,CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,0.0,0.0,0,,Safe
2563,CHEMBL180570,missing,drugbank,DB14078,0,MBKDYNNUVRNNRF-UHFFFAOYSA-N,Medronic acid,16124.0,OP(O)(=O)CP(O)(O)=O,0.0,0.0,0,,Safe
2254,CHEMBL1160571,missing,drugbank,DB04160,0,XPPKVPWEQAFLFU-UHFFFAOYSA-N,Pyrophosphoric acid,1023.0,OP(O)(=O)OP(O)(O)=O,0.0,0.0,0,,Safe
2538,CHEMBL15841,missing,drugbank,DB13628,0,NUVBSKCKDOMJSU-UHFFFAOYSA-N,Ethyl hydroxybenzoate,8434.0,CCOC(=O)C1=CC=C(O)C=C1,0.0,0.0,0,,Safe
946,CHEMBL376488,0,both,missing,0,QUIJNHUBAXPXFS-XLJNKUFUSA-N,bedaquiline|r-207910|r207910|sirturo|tmc-207|tmc207,5388906,COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,0.0,0.0,0,,Safe
1738,CHEMBL116,0,both,missing,0,YMARZQAQMVYCKC-OEMFJLHTSA-N,141 w94|141w94|amprenavir|agenerase|j05ae05|kvx-478|vx-478,65016,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,0.0,0.0,0,,Safe
1947,CHEMBL742,0,both,missing,0,YQEZLKZALYSWHR-UHFFFAOYSA-N,ketalar|ketamine|ketamine|nsc-70151|pmi-150,3821,CNC1(c2ccccc2Cl)CCCCC1=O,0.0,0.0,0,,Safe
506,CHEMBL6437,0,both,missing,0,UEQUQVLFIPOEMF-UHFFFAOYSA-N,j16.389i|mianserin,4184,CN1CCN2c3ccccc3Cc3ccccc3C2C1,0.0,0.0,1,CHEMBL6437,toxic_hema
2645,CHEMBL334491,,withdrawn,missing,,QIHLUZAFSSMXHQ-UHFFFAOYSA-N,Budipine,68778,CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3,,,1,CHEMBL334491,toxic_cardio
61,CHEMBL781,0,both,missing,0,ZPXSCAKFGYXMGA-UHFFFAOYSA-N,42-548|an-448|mazindol|mazindol civ|mazanor|sah-42548|sanorex|teronac,4020,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,0.0,0.0,0,,Safe
2449,CHEMBL173562,missing,drugbank,DB11323,0,LVYLCBNXHHHPSB-UHFFFAOYSA-N,Glycol salicylate,6880.0,OCCOC(=O)C1=CC=CC=C1O,0.0,0.0,0,,Safe
1515,CHEMBL1397,0,both,missing,0,RAGOYPUPXAKGKH-XAKZXMRKSA-N,noxafil|posaconazole|sch 56592|sch-56592,468595,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,0.0,0.0,0,,Safe
2175,CHEMBL2021423,missing,drugbank,DB00653,0,CSNNHWWHGAXBCP-UHFFFAOYSA-L,Magnesium sulfate,24083.0,[Mg++].[O-]S([O-])(=O)=O,0.0,0.0,0,,Safe
1451,CHEMBL1215,0,both,missing,0,SONNWYBIRXJNDC-VIFPVBQESA-N,ab-101 (phenylephrine)|cyclomydril|duo-medihaler|j8.601k|phenylephrine|phenylephrine,6041,CNC[C@H](O)c1cccc(O)c1,0.0,0.0,0,,Safe
1116,CHEMBL3989949,0,both,missing,0,GFHAXPJGXSQLPT-VIFPVBQESA-N,cenobamate|xcopri|ykp-3089|ykp3089,11962412,NC(=O)O[C@@H](Cn1ncnn1)c1ccccc1Cl,0.0,0.0,0,,Safe
1478,CHEMBL1679,0,both,missing,0,VVIAGPKUTFNRDU-ABLWVSNPSA-N,leucovorin|leucovorin,6006,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,0.0,0.0,0,,Safe
519,CHEMBL354077,0,both,missing,0,OYTKINVCDFNREN-UHFFFAOYSA-N,"3,4-dap|3,4-diammoniopyridinium|4-dap|amifampridine|dap|nsc-521760|pyridine-3,4-diamine|ruzurgi",5918,Nc1ccncc1N,0.0,0.0,0,,Safe
1266,CHEMBL117785,0,both,missing,0,MKJIEFSOBYUXJB-UHFFFAOYSA-N,nitoman|nsc-169886|revocon|ro 1-9569|ro-1-9569|ro-19569|tetmodis|tetrabenazine|tetrabenazine|xenazine|xenazine 25,6018,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,0.0,0.0,0,,Safe
2258,CHEMBL1231667,missing,drugbank,DB04657,0,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,Carboxin,21307.0,CC1=C(SCCO1)C(=O)NC1=CC=CC=C1,0.0,0.0,0,,Safe
2125,CHEMBL274323,missing,drugbank,DB00128,0,CKLJMWTZIZZHCS-REOHCLBHSA-N,Aspartic acid,5960.0,N[C@@H](CC(O)=O)C(O)=O,0.0,0.0,0,,Safe
1588,CHEMBL169901,0,both,missing,0,JWPGJSVJDAJRLW-UHFFFAOYSA-N,debrisoquine,2966,N=C(N)N1CCc2ccccc2C1,0.0,0.0,0,,Safe
1591,CHEMBL1596,0,both,missing,0,JIRBAUWICKGBFE-MNRDOXJOSA-N,carbenicillin indanyl|carindacillin|carbenicillin indanyl,93184,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.0,0.0,0,,Safe
72,CHEMBL1200562,0,both,missing,0,FZCHYNWYXKICIO-FZNHGJLXSA-N,hydrocortisone valerate|westcort,5282494,CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.0,0.0,0,,Safe
2569,CHEMBL267476,missing,drugbank,DB14104,0,OYHQOLUKZRVURQ-HZJYTTRNSA-N,Linoleic acid,5280450.0,CCCCC\C=C/C\C=C/CCCCCCCC(O)=O,0.0,0.0,0,,Safe
36,CHEMBL1290,0,both,missing,0,KQXKVJAGOJTNJS-HNNXBMFYSA-N,levatol|penbutolol|penbutolol,37464,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1,0.0,0.0,0,,Safe
1793,CHEMBL1473,0,both,missing,0,WMWTYOKRWGGJOA-CENSZEJFSA-N,aerivio spiromax|airflusal forspiro|armonair digihaler|armonair respiclick|cci 18781|cci-18781|cutivate|flixonase|flixotide|flonase allergy relief|flovent|flovent diskus 100|flovent diskus 250|flovent diskus 50|flovent hfa|fluticasone|fluticasone propionate|fluticasone propionate |flutiform|flonase|flovent|nasofan|opn-375|pf-00241939|pirinase|sereflo|seretide 100|seretide 125|seretide 250|seretide 50|seretide 500|sirdupla|xhance,444036,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.0,0.0,0,,Safe
1597,CHEMBL531,1,both,missing,1,YEHCICAEULNIGD-MZMPZRCHSA-N,pergolide|pergolide,47811,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,1.0,1.0,1,CHEMBL531,toxic_cardio
1232,CHEMBL434,0,both,missing,0,JWZZKOKVBUJMES-UHFFFAOYSA-N,a-21|isoprenaline|isoproterenol|isoproterenol dl-form|isoproterenol|nsc-33791|nsc-9975,3779,CC(C)NCC(O)c1ccc(O)c(O)c1,0.0,0.0,0,,Safe
142,CHEMBL1289926,0,both,missing,0,RITAVMQDGBJQJZ-FMIVXFBMSA-N,ag-013736|ag-13736|axitinib|inlyta,6450551,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,0.0,0.0,0,,Safe
1436,CHEMBL1187833,0,both,missing,0,FVTWTVQXNAJTQP-UHFFFAOYSA-N,gsk-573719|gsk573719|umeclidinium,11519070,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,0.0,0.0,0,,Safe
1654,CHEMBL1495,0,both,missing,0,DUDKAZCAISNGQN-UHFFFAOYSA-N,oxyphencyclimine|oxyphencyclimine,4642,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,0.0,0.0,0,,Safe
1985,CHEMBL2104356,0,both,missing,0,PWAJCNITSBZRBL-UHFFFAOYSA-N,"anxon|ketazolam|u-28,774",33746,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,0.0,0.0,0,,Safe
2279,CHEMBL226267,missing,drugbank,DB06249,0,MCGDSOGUHLTADD-UHFFFAOYSA-N,Arzoxifene,179337.0,COC1=CC=C(C=C1)C1=C(OC2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,0.0,0.0,0,,Safe
2366,CHEMBL2107525,missing,drugbank,DB09370,0,BNIILDVGGAEEIG-JCIGTKTHSA-L,Sodium phosphate P 32,71180.0,[Na+].[Na+].O[32P]([O-])([O-])=O,0.0,0.0,0,,Safe
2345,CHEMBL2074398,missing,drugbank,DB09161,0,ZBTQTVSNLRPJHI-UHFFFAOYSA-N,Technetium Tc-99m sestamibi,22617237.0,[Tc+].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-].COC(C)(C)C[N+]#[C-],0.0,0.0,0,,Safe
152,CHEMBL277474,0,both,missing,0,VEQOALNAAJBPNY-UHFFFAOYSA-N,antipyrine|antipyrin|antipyrine|nsc-7945|phenazone|phenazon,2206,Cc1cc(=O)n(-c2ccccc2)n1C,0.0,0.0,0,,Safe
2439,CHEMBL2104957,missing,drugbank,DB11262,0,FQUNFJULCYSSOP-UHFFFAOYSA-N,Bisoctrizole,3571576.0,CC(C)(C)CC(C)(C)C1=CC(CC2=C(O)C(=CC(=C2)C(C)(C)CC(C)(C)C)N2N=C3C=CC=CC3=N2)=C(O)C(=C1)N1N=C2C=CC=CC2=N1,0.0,0.0,0,,Safe
1185,CHEMBL589,0,both,missing,0,UHSKFQJFRQCDBE-UHFFFAOYSA-N,ropinirole|requip|ropinirole|sk&f 101468,5095,CCCN(CCC)CCc1cccc2c1CC(=O)N2,0.0,0.0,0,,Safe
1073,CHEMBL86,0,both,missing,0,TTWJBBZEZQICBI-UHFFFAOYSA-N,clopra|clopra-'yellow'|metoclopramide|maxolon|metoclopramide|reglan,4168,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.0,0.0,0,,Safe
42,CHEMBL1200391,0,both,missing,0,LENZDBCJOHFCAS-UHFFFAOYSA-N,nsc-6365|trometamol|tromethamine|tham,6503,NC(CO)(CO)CO,0.0,0.0,0,,Safe
2368,CHEMBL1200763,missing,drugbank,DB09382,0,XYITYKDGJLHYPW-UDYUCQKZSA-M,Iodohippurate sodium I-131,71799.0,[Na+].[O-]C(=O)CNC(=O)C1=C([131I])C=CC=C1,0.0,0.0,0,,Safe
5,CHEMBL1741,0,both,missing,0,AGOYDEPGAOXOCK-KCBOHYOISA-N,a-56268|abbott-56268|biaxin xl|biaxin|biaxin xl pac|clarie xl|clarithromycin|clarithromycin identity|clarosip|clarithromycin extended release|febzin xl|klaricid|klaricid 500|klaricid adult|klaricid i.v.|klaricid paed|klaricid xl|mycifor xl|prevpac|te-031|xetinin xl|zeclar,84029,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0.0,0.0,0,,Safe
55,CHEMBL1201353,0,chembl,missing,missing,SOYKEARSMXGVTM-HNNXBMFYSA-N,chlorpheniramine d-form|dexchlorpheniramine,33036,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,0.0,0.0,0,,Safe
1981,CHEMBL20883,0,both,missing,0,WFWLQNSHRPWKFK-UHFFFAOYSA-N,citofur|ft-207|mjf-12264|nsc-148958|tegafur|uftoral,5386,O=c1[nH]c(=O)n(C2CCCO2)cc1F,0.0,0.0,0,,Safe
987,CHEMBL658,0,both,missing,0,GGCSSNBKKAUURC-UHFFFAOYSA-N,"ids-ns-001|r 30,730|r-30730|sufentanil|sufentanil",41693,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,0.0,0.0,0,,Safe
1953,CHEMBL450,0,chembl,missing,missing,FWJKNZONDWOGMI-UHFFFAOYSA-N,endiemal|gemonil|metharbital|metharbital,4099,CCC1(CC)C(=O)NC(=O)N(C)C1=O,0.0,0.0,0,,Safe
511,CHEMBL3590187,0,both,missing,0,GPNHMOZDMYNCPO-PDUMRIMRSA-N,breezula|cb-03-01|clascoterone|winlevi,11750009,CCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0.0,0.0,0,,Safe
2643,,,withdrawn,missing,,BALXUFOVQVENIU-LQRGNCEWSA-N,Ephedra,16667682,CC(C(C1=CC=CC=C1)O)NC.Cl,,,1,,toxic_neuro
2044,CHEMBL1297,0,both,missing,0,RDJGLLICXDHJDY-UHFFFAOYSA-N,53858|fenoprofen|fenoprofen|nalfon|progesic,3342,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,0.0,0.0,0,,Safe
2213,CHEMBL2103758,missing,drugbank,DB01278,0,TZIRZGBAFTZREM-MKAGXXMWSA-N,Pramlintide,70691388.0,[H]N[C@@H](CCCCN)C(=O)N[C@H]1CSSC[C@H](NC(=O)[C@@]([H])(NC(=O)[C@H](C)NC(=O)[C@@]([H])(NC(=O)[C@H](CC(N)=O)NC1=O)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)N[C@@]([H])([C@@H](C)CC)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@]([H])([C@@H](C)O)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(N)=O,0.0,0.0,0,,Safe
1686,CHEMBL1628227,0,both,missing,0,ODQWQRRAPPTVAG-UHFFFAOYSA-N,doxepin|doxepin|p-3693a|sinepin|sinequan|zonalon,3158,CN(C)CCC=C1c2ccccc2COc2ccccc21,0.0,0.0,0,,Safe
2131,CHEMBL575060,missing,drugbank,DB00142,0,WHUUTDBJXJRKMK-VKHMYHEASA-N,Glutamic acid,33032.0,N[C@@H](CCC(O)=O)C(O)=O,0.0,0.0,0,,Safe
893,CHEMBL1043,0,both,missing,0,MQJKPEGWNLWLTK-UHFFFAOYSA-N,aczone|dapsone|diaminodiphenylsulfone|diaphenylsulfone|diaphenylsulfone|j04ba02|nsc-6091|nsc-6091d,2955,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.0,0.0,0,,Safe
1448,CHEMBL1090,0,both,missing,0,OIRDTQYFTABQOQ-UHTZMRCNSA-N,ara-a|arabinosyladenine|ci 673|ci-673|nsc-247519|nsc-404241|vidarabine|vidarabine monohydrate|vira-a,21704,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.0,0.0,0,,Safe
1949,CHEMBL39736,1,chembl,missing,missing,XSEUMFJMFFMCIU-UHFFFAOYSA-N,buformin|buformin hydrochloride|dbv|w 37,2468,CCCC/N=C(/N)N=C(N)N,1.0,1.0,1,CHEMBL39736,toxic_hema
473,CHEMBL1457,0,both,missing,0,LLPOLZWFYMWNKH-CMKMFDCUSA-N,hydrocodone|hydrocodone,5284569,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,0.0,0.0,0,,Safe
2546,CHEMBL1592101,missing,drugbank,DB13909,0,JAONZGLTYYUPCT-UHFFFAOYSA-K,Bismuth subgallate,73415769.0,O[Bi]1OC2=CC(=CC(O)=C2O1)C(O)=O,0.0,0.0,0,,Safe
