,chembl_id,max_phase,chirality,prodrug,oral,parenteral,topical,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,atc_classifications,black_box_warning,withdrawn_chembl,withdrawn_drugbank,withdrawn_withdrawn,withdrawn_tox,wd_consensus_1,wd_consensus_2,wd_consensus_3,standardized_smiles,scaffolds
6642,CHEMBL1464,4.0,Racemic Mixture,False,True,True,False,Prescription Only,None,None,None,None,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,Small molecule,MOL,True,3.61,3.0,0.94,2.74,5.56,,308.33,4.0,4.0,1.0,1.0,23.0,ACID,308.33,308.1049,0.0,0.0,67.51,0.75,N,4.0,CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,PJVWKTKQMONHTI-UHFFFAOYSA-N,toxic_vascular,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CC(C)CC(C1CCCCC1)C1C(C)CC2CCCCC2C1C
6645,CHEMBL1448,4.0,Achiral Molecule,False,True,False,False,Discontinued,None,None,None,None,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,Small molecule,MOL,True,3.86,2.0,3.29,3.91,6.89,,327.12,4.0,6.0,2.0,2.0,21.0,NEUTRAL,327.12,325.9861,0.0,0.0,92.47,0.66,N,3.0,CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,RJMUSRYZPJIFPJ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,CC1CCC(C)C(C(C)CC2CCC(C(C)C)CC2C)C1
6647,CHEMBL1079604,4.0,Racemic Mixture,False,True,False,False,Prescription Only,None,None,None,None,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,Small molecule,MOL,True,1.79,1.0,2.37,2.37,13.14,,221.26,3.0,4.0,1.0,1.0,16.0,NEUTRAL,221.26,221.1052,0.0,0.0,47.56,0.85,Y,3.0,CHEMBL1079604,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,IMWZZHHPURKASS-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,CC1CCC(CCC2CC(C)CC(C)C2)C1
6649,CHEMBL489095,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,Small molecule,MOL,True,3.27,2.0,0.57,2.5,,9.35,424.56,4.0,5.0,2.0,2.0,31.0,BASE,424.56,424.2638,0.0,0.0,47.61,0.75,N,6.0,CHEMBL489095,C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,RZKDEGZIFSJVNA-IBGZPJMESA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1,CC1CCCC(CC2CCC(CC(C)C3CCC(CC4CCCC(C)C4)CC3)CC2)C1
6660,CHEMBL514800,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,Small molecule,MOL,True,2.43,2.0,1.31,1.31,12.98,,460.51,7.0,9.0,1.0,1.0,32.0,NEUTRAL,460.51,460.1304,0.0,0.0,119.08,0.6,N,8.0,CHEMBL514800,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,CCCC1CC(C(CC(C)(C)C)C2C(C)C3CCCC(CC(C)C)C3C2C)CCC1CC
6664,CHEMBL1689772,4.0,Single Stereoisomer,False,True,True,False,Prescription Only,None,None,None,None,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,Small molecule,MOL,True,1.32,1.0,-2.25,-2.18,2.85,10.49,556.66,10.0,11.0,6.0,7.0,40.0,ZWITTERION,556.66,556.2897,3.0,2.0,176.66,0.28,N,6.0,CHEMBL1689772,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,JEECQCWWSTZDCK-IQZGDKDPSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CN(C)c1cc(CNCC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,CC(C)C1CC(CCCC(C)(C)C)C(C)C2C(C)C3C(CC12)CC1C(C(C)C)C(C)C(C(C)C)C(C)C1(C)C3C
6667,CHEMBL1201287,4.0,Single Stereoisomer,False,True,False,False,Over the Counter,None,None,None,None,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,Small molecule,MOL,True,3.93,2.0,1.68,3.75,,9.48,319.25,2.0,2.0,0.0,0.0,19.0,BASE,319.25,318.0732,0.0,0.0,16.13,0.83,N,5.0,CHEMBL1201287,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,ZDIGNSYAACHWNL-HNNXBMFYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,CC(C)CCC(C1CCCCC1)C1CCC(C)CC1
6671,CHEMBL2105774,4.0,Single Stereoisomer,True,False,False,False,Unknown,None,None,None,None,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,Small molecule,MOL,True,7.91,0.0,8.71,8.71,12.61,,684.95,8.0,8.0,2.0,2.0,49.0,NEUTRAL,684.95,684.4601,2.0,2.0,127.2,0.09,N,21.0,CHEMBL2105774,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,RBJROVWIRLFZFC-PNLFXGMVSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,CCCCCCCCCCCCCCCCCC(C)CCC(C)CCC(C)C1(C)CCC2C3CCC4CC(C)CCC4(C)C3C(C)CC21C
6672,CHEMBL33986,4.0,Single Stereoisomer,False,False,True,True,Prescription Only,None,None,None,None,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,Small molecule,MOL,True,3.37,1.0,0.81,2.89,9.86,10.7,327.47,3.0,3.0,2.0,2.0,24.0,BASE,327.47,327.2198,0.0,0.0,43.7,0.88,N,2.0,CHEMBL33986,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,IFKLAQQSCNILHL-QHAWAJNXSA-N,toxic_respiratory,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,CC1CCC2CC3C(CC4CCC4)CCC4(CCCCC34C)C2C1
6679,CHEMBL82301,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,Small molecule,MOL,True,4.5,2.0,1.72,2.8,,8.44,533.64,6.0,7.0,0.0,0.0,38.0,NEUTRAL,533.64,533.2978,1.0,1.0,61.8,0.55,N,6.0,CHEMBL82301,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,CNPVJJQCETWNEU-CYFREDJKSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,CCCC(C1CCC(C(C)(C)C)CC1)C1CCC(C2(C)CCC(C(C)C3C(C)CCCC3C)CC2)CC1C
6680,CHEMBL1020,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,Small molecule,MOL,True,2.19,2.0,-0.47,2.73,3.93,,257.29,3.0,4.0,1.0,1.0,19.0,ACID,257.29,257.1052,0.0,0.0,59.3,0.85,N,4.0,CHEMBL1020,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,UPSPUYADGBWSHF-UHFFFAOYSA-N,toxic_cardio+toxic_gastro+toxic_neuro,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,CC(C)CC1CCC(C(C)C2CCC(C)CC2)C1C
6683,CHEMBL225071,4.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,Small molecule,MOL,True,1.98,3.0,-4.21,1.97,3.72,1.24,458.5,7.0,10.0,4.0,4.0,32.0,ACID,458.5,458.126,0.0,0.0,152.69,0.38,N,9.0,CHEMBL225071,Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1,IVTVGDXNLFLDRM-HNNXBMFYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,Cc1nc2ccc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1,CC(C)CCC(CC(C)C1CCC(C(C)CC2CCC3CC(C)CC(C)C3C2)C1)C(C)C
6688,CHEMBL69308,3.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CC(C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1,Small molecule,MOL,False,3.4,1.0,0.63,3.72,4.11,,258.32,2.0,3.0,1.0,1.0,19.0,ACID,258.32,258.1256,0.0,0.0,54.37,0.85,N,3.0,CHEMBL69308,CC(C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1,AUZUGWXLBGZUPP-GXDHUFHOSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC(C(=O)O)c1ccc(/C=C2\CCCCC2=O)cc1,CC(C)C(C)C1CCC(CC2CCCCC2C)CC1
6692,CHEMBL601719,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,Small molecule,MOL,True,5.04,3.0,0.95,3.57,,10.12,450.35,6.0,6.0,2.0,3.0,30.0,BASE,450.35,449.1185,1.0,1.0,77.99,0.53,N,5.0,CHEMBL601719,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,KTEIFNKAUNYNJU-GFCCVEGCSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,CC1CCC(C2CCC(C3CCCCC3)C2)CC1CC(C)C1C(C)CCC(C)C1C
6694,CHEMBL30116,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,Small molecule,MOL,True,-0.08,2.0,-1.8,-1.79,5.11,8.57,303.32,7.0,8.0,2.0,2.0,22.0,ZWITTERION,303.32,303.1331,0.0,0.0,100.35,0.82,N,3.0,CHEMBL30116,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,JOHZPMXAZQZXHR-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,CCC1CC(C(C)C)C(C)C2CCC(C3CCCCC3)CC12
6695,CHEMBL235668,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,N=C1CCCN1Cc1nc(O)nc(O)c1Cl,Small molecule,MOL,True,1.11,1.0,-1.36,0.78,10.49,11.34,242.67,5.0,6.0,3.0,3.0,16.0,BASE,242.67,242.0571,0.0,0.0,93.33,0.72,N,2.0,CHEMBL235668,N=C1CCCN1Cc1nc(O)nc(O)c1Cl,QQHMKNYGKVVGCZ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,CC1CC(C)C(C)C(CC2CCCC2C)C1
6699,CHEMBL1479,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,Small molecule,MOL,True,4.22,1.0,3.46,3.46,,0.25,337.46,3.0,3.0,1.0,1.0,25.0,NEUTRAL,337.46,337.2042,0.0,0.0,46.26,0.72,N,0.0,CHEMBL1479,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,POZRVZJJTULAOH-LHZXLZLDSA-N,toxic_carcinogenic+toxic_hepa+toxic_neuro+toxic_teratogen+toxic_vascular,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,CCC1(C)CCC2C3CCC4CC5CCCC5CC4(C)C3CCC21C
6702,CHEMBL238071,4.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,Small molecule,MOL,True,2.73,3.0,0.82,2.79,11.34,8.68,753.94,10.0,12.0,5.0,6.0,55.0,BASE,753.94,753.4101,3.0,1.0,164.82,0.19,N,6.0,CHEMBL238071,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,HHJUWIANJFBDHT-ZVTSDNJWSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,CCC1CC2C(C)C3C(C)(C(C)C)C(C)C4(CC)CCCC5CCC3(C2CC1C1(C(C)CC)CC2CC(CCC3C6CCCCC6CC31)CC(C)(CC)C2)C54
6706,CHEMBL2107726,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,Small molecule,MOL,False,1.08,1.0,-1.42,0.31,,9.14,313.79,5.0,6.0,1.0,1.0,21.0,BASE,313.79,313.1193,0.0,0.0,72.0,0.37,N,6.0,CHEMBL2107726,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,SGEIEGAXKLMUIZ-XUVDNFPMSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,CC(CCCC(C)C1CCCC(C)C1)CC1CCCCC1
6708,CHEMBL1200666,4.0,Single Stereoisomer,False,False,False,True,Prescription Only,None,None,None,None,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,Small molecule,MOL,True,5.09,0.0,3.84,3.84,,,412.61,3.0,3.0,3.0,3.0,30.0,NEUTRAL,412.61,412.2977,1.0,1.0,60.69,0.55,N,5.0,CHEMBL1200666,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,LWQQLNNNIPYSNX-UROSTWAQSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,CC1CC(C)C(C)C(CCC2CCCC3(C)C(C(C)CCC(C)C4CC4)CCC23)C1
6713,CHEMBL521686,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,Small molecule,MOL,True,2.35,3.0,1.96,1.96,9.96,,434.47,4.0,7.0,1.0,1.0,32.0,NEUTRAL,434.47,434.1754,0.0,0.0,86.37,0.68,N,4.0,CHEMBL521686,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,FDLYAMZZIXQODN-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,CC1CCC(CC2CCC(C)C3CCCCC23)CC1C(C)C1CCC(C(C)C2CC2)CC1
6717,CHEMBL3655081,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,Small molecule,MOL,True,1.25,2.0,0.79,0.83,11.47,6.45,323.42,5.0,7.0,2.0,2.0,22.0,NEUTRAL,323.42,323.1416,0.0,0.0,90.98,0.83,N,6.0,CHEMBL3655081,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,IUEWXNHSKRWHDY-PHIMTYICSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,CCCC(C)(C)CC1CC(C(C)C2CCCC3CCCC32)C1
6719,CHEMBL1187724,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,Small molecule,MOL,True,2.08,1.0,-2.59,-2.59,,,304.41,3.0,4.0,1.0,1.0,22.0,NEUTRAL,304.41,304.1907,0.0,0.0,46.53,0.68,N,4.0,CHEMBL1187724,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,PIPAJLPNWZMYQA-KNCRFDSUSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,CCC(C(C)CC1CC2CCC(C1)C2(C)C)C1CCCCC1
6724,CHEMBL457547,4.0,Single Stereoisomer,False,False,True,False,Prescription Only,None,None,None,None,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,Small molecule,MOL,True,,,,,,,1270.29,,,,,,,1270.29,1269.4384,,,,,,,CHEMBL457547,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,PIEUQSKUWLMALL-YABMTYFHSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,CCCCCCC1CCC(C2CCC(C3CCC(C(C)CC4CC(C)C(C)CC(C)C5C(C)C(C)CC5C(C)C(C(C)CC(C)C)CC(C)C(C(C)C(C)C5CCC(C)C(CC(C)(C)C)C5)CC(C)C5CC(C)CC5C(C)C(C(C)C)CC4C)CC3)C2)CC1
6725,CHEMBL74632,4.0,Racemic Mixture,False,False,True,False,Discontinued,None,None,None,None,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,Small molecule,MOL,True,-1.13,2.0,-6.72,0.17,2.81,,520.48,12.0,15.0,4.0,4.0,36.0,ACID,520.48,520.1012,2.0,2.0,206.3,0.13,N,9.0,CHEMBL74632,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,JWCSIUVGFCSJCK-CAVRMKNVSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,CCC1(CC(C)C(C(C)C)C2CCC(C)CC2)C(C)C2C(C(C)C)C(CCC3CCCC3C)CCC21
6731,CHEMBL1201012,4.0,Single Stereoisomer,False,False,False,True,Prescription Only,None,None,None,None,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Small molecule,MOL,True,2.5,0.0,1.56,1.56,13.74,,436.52,6.0,6.0,2.0,2.0,31.0,NEUTRAL,436.52,436.2261,0.0,0.0,93.06,0.69,N,2.0,CHEMBL1201012,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,POPFMWWJOGLOIF-XWCQMRHXSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,CCC(C)C12CC(C)(C)CC1CC1C3CC(C)C4CC(C)CCC4(C)C3C(C)CC12C
6732,CHEMBL2104613,4.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1,Small molecule,MOL,False,3.87,1.0,3.86,3.86,,,514.7,8.0,8.0,1.0,1.0,36.0,NEUTRAL,514.7,514.3506,1.0,1.0,84.84,0.22,N,23.0,CHEMBL2104613,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1,HNLXNOZHXNSSPN-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCOCCOCCO)cc1,CCCCCCCCCCCCCCCCCCCCCCC1CCC(C(C)(C)CC(C)(C)C)CC1
6737,CHEMBL1471,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Small molecule,MOL,True,4.95,3.0,4.51,5.22,6.59,3.63,534.43,5.0,7.0,2.0,2.0,37.0,NEUTRAL,534.43,534.1502,1.0,1.0,83.24,0.44,N,6.0,CHEMBL1471,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ATALOFNDEOCMKK-OITMNORJSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC1CCC(C2C(CC3CCC(C)C3)CCCC2CC(C)C2CC(C(C)(C)C)CC(C(C)(C)C)C2)CC1
6741,CHEMBL43048,3.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CNC(C)Cc1ccc2c(c1)OCO2,Small molecule,MOL,False,1.57,1.0,-0.76,1.86,,10.14,193.25,3.0,3.0,1.0,1.0,14.0,BASE,193.25,193.1103,0.0,0.0,30.49,0.79,Y,3.0,CHEMBL43048,CNC(C)Cc1ccc2c(c1)OCO2,SHXWCVYOXRDMCX-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0,CNC(C)Cc1ccc2c(c1)OCO2,CCC(C)CC1CCC2CCCC2C1
