,chembl_id,max_phase,chirality,prodrug,oral,parenteral,topical,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,atc_classifications,black_box_warning,withdrawn_chembl,withdrawn_drugbank,withdrawn_withdrawn,withdrawn_tox,wd_consensus_1,wd_consensus_2,wd_consensus_3
7698,CHEMBL404431,3.0,Unknown,False,False,False,False,Unknown,None,None,None,None,CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,Small molecule,MOL,False,3.25,0,0.94,3.11,,9.63,392.54,5,6,2,3,28,BASE,392.54,392.2675,0,0,82.81,0.72,N,4,CHEMBL404431,CC(C)(N)CNC(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,VXYZBLXGCYNIHP-CAGINOIPSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7700,CHEMBL46286,4.0,Single Stereoisomer,False,False,True,False,Prescription Only,None,None,None,None,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,Small molecule,MOL,True,2.58,1,-0.12,1.88,12.09,9.42,545.63,10,10,2,2,39,BASE,545.63,545.2625,1,1,123.99,0.45,N,9,CHEMBL46286,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,HYFHYPWGAURHIV-JFIAXGOJSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7701,CHEMBL2104523,3.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,Small molecule,MOL,False,3.13,1,0.48,2.79,13.62,9.74,402.50,6,8,2,3,29,BASE,402.50,402.2267,0,0,110.73,0.31,N,7,CHEMBL2104523,CCOc1cc(N)c([N+](=O)[O-])cc1C(=O)NC1CCN(CC2CC=CCC2)CC1,ZDLBNXXKDMLZMF-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7702,CHEMBL289469,4.0,Single Stereoisomer,False,True,True,True,Prescription Only,None,None,None,None,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,Small molecule,MOL,True,2.32,2,0.27,1.88,,9.00,312.42,4,5,1,1,23,BASE,312.42,312.1950,0,0,50.16,0.93,N,2,CHEMBL289469,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7705,CHEMBL73451,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,Small molecule,MOL,True,4.63,2,2.96,4.19,,8.61,322.48,3,2,0,0,23,BASE,322.48,322.1504,0,0,6.48,0.80,N,2,CHEMBL73451,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,HOKDBMAJZXIPGC-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7706,CHEMBL564,4.0,Achiral Molecule,False,True,True,False,Discontinued,None,None,None,None,CN(C)CCCN1c2ccccc2Sc2ccccc21,Small molecule,MOL,True,4.24,2,2.14,3.93,,9.20,284.43,3,2,0,0,20,BASE,284.43,284.1347,0,0,6.48,0.83,N,4,CHEMBL564,CN(C)CCCN1c2ccccc2Sc2ccccc21,ZGUGWUXLJSTTMA-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7707,CHEMBL3545413,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,Small molecule,MOL,True,5.00,4,3.26,3.66,11.21,7.55,562.60,8,9,2,2,41,NEUTRAL,562.60,562.2416,2,2,99.17,0.32,N,7,CHEMBL3545413,Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,BJCJYEYYYGBROF-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7710,CHEMBL16073,4.0,Achiral Molecule,False,False,False,False,Withdrawn,1980,Nephropathy,United Kingdom; United States; Germany; Denmark,Nephrotoxicity,CCOc1ccc(NC(C)=O)cc1,Small molecule,MOL,False,2.04,1,1.41,1.41,,,179.22,2,3,1,1,13,NEUTRAL,179.22,179.0946,0,0,38.33,0.77,Y,3,CHEMBL16073,CCOc1ccc(NC(C)=O)cc1,CPJSUEIXXCENMM-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,1.0,,,,0,1,0
7714,CHEMBL505,4.0,Racemic Mixture,False,True,True,False,Over the Counter,None,None,None,None,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,Small molecule,MOL,True,3.82,2,1.52,3.58,,9.47,274.80,2,2,0,0,19,BASE,274.80,274.1237,0,0,16.13,0.82,N,5,CHEMBL505,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,SOYKEARSMXGVTM-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7720,CHEMBL1189432,4.0,Achiral Molecule,False,False,False,True,Prescription Only,None,None,None,None,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,Small molecule,MOL,True,3.59,2,0.75,0.75,3.78,9.76,337.42,3,4,1,1,25,ZWITTERION,337.42,337.1678,0,0,49.77,0.91,N,5,CHEMBL1189432,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,JBIMVDZLSHOPLA-LSCVHKIXSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7723,CHEMBL278623,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,Small molecule,MOL,True,1.84,4,0.69,1.67,12.40,8.34,474.57,4,9,6,7,35,NEUTRAL,474.57,474.2379,1,1,144.90,0.15,N,10,CHEMBL278623,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O,UJVDJAPJQWZRFR-DHIUTWEWSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7727,CHEMBL568,4.0,Racemic Mixture,False,True,False,False,Prescription Only,None,None,None,None,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,Small molecule,MOL,True,2.45,2,2.92,2.92,10.61,,286.72,3,4,2,2,20,NEUTRAL,286.72,286.0509,0,0,61.69,0.85,N,1,CHEMBL568,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,ADIMAYPTOBDMTL-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7728,CHEMBL415,4.0,Achiral Molecule,False,True,False,False,Prescription Only,None,None,None,None,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,Small molecule,MOL,True,4.53,2,3.09,4.88,,9.20,314.86,2,2,0,0,22,BASE,314.86,314.1550,0,0,6.48,0.82,N,4,CHEMBL415,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,GDLIGKIOYRNHDA-UHFFFAOYSA-N,toxic_psyche,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7729,CHEMBL1679,4.0,Racemic Mixture,False,True,True,False,Prescription Only,None,None,None,None,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,Small molecule,MOL,False,-0.73,2,-8.79,-3.76,2.55,4.67,473.45,9,14,7,8,34,ACID,473.45,473.1659,2,1,219.84,0.21,N,10,CHEMBL1679,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,VVIAGPKUTFNRDU-ABLWVSNPSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7730,CHEMBL2107062,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CCC(C(=O)NC(N)=O)c1ccccc1,Small molecule,MOL,True,1.38,1,1.45,1.45,11.71,,206.25,2,4,2,3,15,NEUTRAL,206.25,206.1055,0,0,72.19,0.78,N,3,CHEMBL2107062,CCC(C(=O)NC(N)=O)c1ccccc1,AJOQSQHYDOFIOX-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7731,CHEMBL1456,4.0,Achiral Molecule,True,True,True,False,Prescription Only,None,None,None,None,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,Small molecule,MOL,True,2.52,1,3.45,3.47,9.76,6.19,433.50,8,8,1,1,31,NEUTRAL,433.50,433.2101,0,0,94.53,0.47,N,9,CHEMBL1456,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,RTGDFNSFWBGLEC-SYZQJQIISA-N,toxic_carcinogenic+toxic_immune+infections+toxic_teratogen,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7734,CHEMBL1201295,4.0,Racemic Mixture,True,False,False,True,Discontinued,None,None,None,None,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,Small molecule,MOL,True,5.16,3,4.15,6.30,14.00,9.59,461.56,6,6,2,2,34,BASE,461.56,461.2202,1,1,84.86,0.37,N,7,CHEMBL1201295,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,FZGVEKPRDOIXJY-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7736,CHEMBL1200689,4.0,Achiral Molecule,False,False,False,True,Prescription Only,None,None,None,None,[N]=O,Small molecule,MOL,True,-0.45,0,-0.35,-0.35,,,30.01,1,2,0,0,2,NEUTRAL,30.01,29.9980,0,0,39.37,0.36,Y,0,CHEMBL1200689,[N]=O,MWUXSHHQAYIFBG-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7743,CHEMBL377300,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,Small molecule,MOL,True,3.52,4,3.42,3.42,,,370.38,6,7,2,2,27,NEUTRAL,370.38,370.1441,0,0,84.67,0.56,N,5,CHEMBL377300,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,WCWUXEGQKLTGDX-LLVKDONJSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7744,CHEMBL1201338,4.0,Racemic Mixture,False,False,False,True,Prescription Only,None,None,None,None,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,Small molecule,MOL,True,2.18,1,1.26,2.32,,8.42,291.39,4,4,1,1,21,NEUTRAL,291.39,291.1834,0,0,49.77,0.82,N,6,CHEMBL1201338,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,SKYSRIRYMSLOIN-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7747,CHEMBL1480987,4.0,Racemic Mixture,False,False,False,False,Unknown,None,None,None,None,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,Small molecule,MOL,True,3.48,1,3.72,3.72,11.99,,276.38,3,3,1,1,20,NEUTRAL,276.38,276.1725,0,0,46.53,0.86,N,3,CHEMBL1480987,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,WZHCOOQXZCIUNC-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7748,CHEMBL1200623,4.0,Single Stereoisomer,False,True,False,False,Discontinued,None,None,None,None,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,Small molecule,MOL,True,5.09,0,4.69,4.69,,,288.48,1,1,1,1,21,NEUTRAL,288.48,288.2453,1,1,20.23,0.67,N,1,CHEMBL1200623,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,AOXRBFRFYPMWLR-XGXHKTLJSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7752,CHEMBL4297632,3.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,COCCOCCOCCOCCOCCOCCO[C@H]1CCC2(O)[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,Small molecule,MOL,False,1.59,1,-0.54,0.98,13.58,8.92,595.73,11,11,1,1,42,BASE,595.73,595.3356,2,2,106.54,0.22,N,20,CHEMBL4297632,COCCOCCOCCOCCOCCOCCO[C@H]1CCC2(O)[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,RQHILGKAOIGUHU-BUCMUWKRSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7753,CHEMBL1279,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,Small molecule,MOL,True,1.34,2,-1.74,1.08,,10.42,243.31,2,4,3,4,18,BASE,243.31,243.1372,0,0,70.91,0.74,N,2,CHEMBL1279,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,XPSQPHWEGNHMSK-SECBINFHSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7765,CHEMBL3545367,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,Small molecule,MOL,True,3.74,3,3.34,3.34,12.12,3.15,410.42,5,6,1,1,30,NEUTRAL,410.42,410.1554,0,0,77.00,0.67,N,6,CHEMBL3545367,Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,MUGXRYIUWFITCP-PGRDOPGGSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7769,CHEMBL193482,4.0,Single Stereoisomer,False,False,False,False,Unknown,None,None,None,None,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,Small molecule,MOL,True,2.58,1,2.67,2.67,10.33,,288.39,3,3,3,3,21,NEUTRAL,288.39,288.1725,0,0,60.69,0.69,N,0,CHEMBL193482,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,PROQIPRRNZUXQM-ZXXIGWHRSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7771,CHEMBL395110,4.0,Racemic Mixture,False,False,False,False,Withdrawn,None,None,United States,None,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,Small molecule,MOL,False,4.63,2,3.07,4.38,,8.70,310.47,3,2,0,0,22,BASE,310.47,310.1504,0,0,6.48,0.80,N,2,CHEMBL395110,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,CBHCDHNUZWWAPP-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,1.0,,,,0,1,0
7776,CHEMBL300138,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,Small molecule,MOL,True,4.93,5,3.02,3.81,9.73,8.28,515.62,6,7,1,1,39,NEUTRAL,515.62,515.2321,1,1,72.16,0.34,N,5,CHEMBL300138,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,AXRCEOKUDYDWLF-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7778,CHEMBL1200614,4.0,Racemic Mixture,False,False,True,False,Prescription Only,None,None,None,None,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,Small molecule,MOL,False,-2.02,1,-2.14,-2.14,11.72,,807.11,9,12,8,8,33,NEUTRAL,807.11,806.8647,3,2,199.89,0.11,N,12,CHEMBL1200614,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,AMDBBAQNWSUWGN-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7782,CHEMBL4297065,4.0,Single Stereoisomer,False,False,False,True,Prescription Only,None,None,None,None,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)C2CC(=O)O1.CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@H]4C(C)=C[C@H]3[C@@H]2CC(=O)O1,Small molecule,MOL,True,,,,,,,1477.96,,,,,,,1477.96,1476.9373,,,,,,,CHEMBL4297065,CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@@H]3[C@@H](C=C[C@@H]4C[C@@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@@H]34)C2CC(=O)O1.CC[C@H]1CCC[C@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)[C@@H](C)C(=O)C2=C[C@H]3[C@@H]4C[C@H](O[C@@H]5O[C@@H](C)[C@H](OC)[C@@H](OC)[C@H]5OC)C[C@H]4C(C)=C[C@H]3[C@@H]2CC(=O)O1,JFLRKDZMHNBDQS-UCQUSYKYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7791,CHEMBL413,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,Small molecule,MOL,True,6.18,0,7.45,7.45,9.96,,914.19,13,14,3,3,65,NEUTRAL,914.19,913.5551,3,3,195.43,0.16,N,6,CHEMBL413,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,QFJCIRLUMZQUOT-HPLJOQBZSA-N,toxic_carcinogenic+toxic_immune+infections,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7795,CHEMBL126,4.0,Single Stereoisomer,False,True,True,False,Prescription Only,None,None,None,None,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,Small molecule,MOL,True,1.12,1,0.64,0.64,,,337.35,5,7,1,1,24,NEUTRAL,337.35,337.1438,0,0,71.11,0.89,N,4,CHEMBL126,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,TYZROVQLWOKYKF-ZDUSSCGKSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7796,CHEMBL524,4.0,Racemic Mixture,False,False,True,False,Discontinued,None,None,None,None,COc1ccc(OC)c(C(O)C(C)N)c1,Small molecule,MOL,True,1.08,1,-1.28,0.57,13.61,9.28,211.26,4,4,2,3,15,BASE,211.26,211.1208,0,0,64.71,0.78,N,4,CHEMBL524,COc1ccc(OC)c(C(O)C(C)N)c1,WJAJPNHVVFWKKL-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7799,CHEMBL704,4.0,Achiral Molecule,False,True,False,True,Prescription Only,None,None,None,None,Nc1ccc(O)c(C(=O)O)c1,Small molecule,MOL,True,0.67,1,-1.72,-0.29,2.02,5.87,153.14,3,4,3,4,11,ACID,153.14,153.0426,0,0,83.55,0.41,N,1,CHEMBL704,Nc1ccc(O)c(C(=O)O)c1,KBOPZPXVLCULAV-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7802,CHEMBL1193,4.0,Racemic Mixture,False,False,False,True,Over the Counter,None,None,None,None,CN(C)CCC(c1ccccc1)c1ccccn1,Small molecule,MOL,True,3.17,2,0.91,2.98,,9.48,240.35,2,2,0,0,18,BASE,240.35,240.1626,0,0,16.13,0.80,N,5,CHEMBL1193,CN(C)CCC(c1ccccc1)c1ccccn1,IJHNSHDBIRRJRN-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7804,CHEMBL411,4.0,Achiral Molecule,False,True,True,True,Withdrawn,None,None,United States,None,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,Small molecule,MOL,True,4.83,2,5.17,5.19,8.63,,268.36,2,2,2,2,20,NEUTRAL,268.36,268.1463,0,0,40.46,0.78,N,4,CHEMBL411,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,RGLYKWWBQGJZGM-ISLYRVAYSA-N,Safe,missing,missing,missing,missing,missing,,,1.0,,,,0,1,0
7807,CHEMBL1185,4.0,Single Stereoisomer,False,True,False,True,Prescription Only,None,None,None,None,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,Small molecule,MOL,True,1.92,2,-0.09,2.04,13.00,9.55,287.36,3,5,2,2,21,BASE,287.36,287.1634,0,0,57.36,0.88,N,5,CHEMBL1185,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7808,CHEMBL501122,4.0,Single Stereoisomer,True,False,True,False,Prescription Only,None,None,None,None,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,Small molecule,MOL,True,-0.12,3,-6.83,-3.71,1.76,0.35,684.70,14,16,4,4,43,ACID,684.70,684.0103,2,2,223.24,0.07,N,11,CHEMBL501122,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,ZCCUWMICIWSJIX-NQJJCJBVSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7811,CHEMBL31,4.0,Racemic Mixture,False,True,True,True,Prescription Only,2006,Increased risk of dysglycemia,United States,Gastrotoxicity,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Small molecule,MOL,True,1.98,2,-0.61,-0.61,5.49,8.73,375.40,6,7,2,2,27,ZWITTERION,375.40,375.1594,0,0,83.80,0.85,N,4,CHEMBL31,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,XUBOMFCQGDBHNK-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,,,1,0,0
7814,CHEMBL226345,3.0,Achiral Molecule,False,False,False,False,Unknown,None,None,None,None,Nc1ncnc2[nH]cnc12,Small molecule,MOL,False,-0.06,2,-0.53,-0.53,9.90,4.25,135.13,4,5,2,3,10,NEUTRAL,135.13,135.0545,0,0,80.48,0.53,N,0,CHEMBL226345,Nc1ncnc2[nH]cnc12,GFFGJBXGBJISGV-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7824,CHEMBL2107830,4.0,Single Stereoisomer,False,True,False,False,Prescription Only,None,None,None,None,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,Small molecule,MOL,True,1.61,2,1.66,1.66,12.57,,450.92,7,7,4,4,31,NEUTRAL,450.92,450.1445,0,0,108.61,0.53,N,6,CHEMBL2107830,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,OBWASQILIWPZMG-QZMOQZSNSA-N,Safe,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
7825,CHEMBL1324,4.0,Achiral Molecule,False,True,False,False,Prescription Only,1998,Hepatotoxicity,European Union; Canada; Ireland; Portugal; Australia,Hepatotoxicity,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Small molecule,MOL,True,2.55,2,1.69,3.28,5.59,,273.24,5,6,2,2,20,ACID,273.24,273.0637,0,0,100.67,0.39,N,3,CHEMBL1324,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,MIQPIUSUKVNLNT-UHFFFAOYSA-N,toxic_hepa,missing,missing,missing,missing,missing,,,0.0,,,,0,1,0
7829,CHEMBL112,4.0,Achiral Molecule,True,True,True,True,Over the Counter,None,None,None,None,CC(=O)Nc1ccc(O)cc1,Small molecule,MOL,True,1.35,1,0.90,0.91,9.46,,151.16,2,3,2,2,11,NEUTRAL,151.16,151.0633,0,0,49.33,0.60,Y,1,CHEMBL112,CC(=O)Nc1ccc(O)cc1,RZVAJINKPMORJF-UHFFFAOYSA-N,toxic_hepa,missing,missing,missing,missing,missing,,,0.0,,0.0,,0,0,0
